start_time,end_time,start_x,start_y,end_x,end_y,money
25488,26769,29,46,43,37,24.5
25489,26008,95,54,96,74,15.3
25490,28226,79,73,26,41,64.75
25491,26526,47,87,29,73,22.2
25492,25873,28,91,20,99,13.0
25492,27866,43,46,80,63,42.9
25492,26276,27,73,24,93,15.3
25493,25493,53,17,53,17,13.0
25493,28005,66,39,42,90,49.8
25494,30171,70,9,46,50,79.7
25494,25693,58,30,57,32,13.0
25495,29632,51,33,40,67,72.8
25496,26394,68,71,40,65,19.9
25496,28182,63,53,50,23,52.1
25497,28440,10,75,69,48,63.6
25497,25948,46,7,32,0,15.3
25497,26724,68,63,50,71,22.2
25498,26557,41,68,72,57,24.5
25498,28132,4,13,9,45,47.5
25499,26055,74,73,83,71,13.0
25499,26588,41,70,41,49,19.9
25499,26269,46,45,22,41,17.6
25500,26220,45,43,42,55,13.0
25502,26839,79,81,66,77,26.8
25502,28635,86,7,81,62,61.3
25503,26610,49,78,50,64,13.0
25503,26960,16,48,46,48,26.8
25503,27780,73,82,48,20,65.9
25507,26451,78,75,47,82,22.2
25508,28141,87,69,68,84,45.2
25508,27890,35,76,71,57,40.6
25509,28359,38,46,68,95,62.45
25509,47052,46,15,72,69,363.75
25509,27796,51,99,26,41,68.2
25511,26456,44,23,53,20,17.6
25511,26174,68,70,86,90,19.9
25511,26908,95,80,95,80,13.0
25513,26536,22,84,22,84,13.0
25513,26592,28,95,12,61,29.1
25514,31575,33,23,27,41,119.95
25514,25970,60,76,54,82,13.0
25514,26081,92,57,81,56,13.0
25515,26352,15,21,23,13,15.3
25515,26346,33,14,48,23,19.9
25515,27495,84,41,57,62,36.0
25515,27742,24,36,22,34,13.0
25515,26229,69,43,74,47,13.0
25516,25940,41,73,40,89,13.0
25516,27935,25,41,66,11,49.8
25516,25861,66,30,70,21,13.0
25517,25756,78,85,75,88,13.0
25517,26137,83,70,91,79,13.0
25518,25879,34,71,33,80,13.0
25518,25643,61,75,61,78,13.0
25518,36513,39,32,39,32,201.6
25519,26784,83,61,57,71,26.8
25519,26279,45,25,54,31,17.6
25520,25949,11,77,14,85,13.0
25520,27126,74,75,44,88,31.4
25521,29428,68,69,26,42,71.65
25521,28322,79,46,26,39,70.5
25522,28169,40,72,50,22,48.65
25524,25951,28,81,36,76,13.0
25525,26557,21,69,39,15,36.0
25525,27704,83,44,83,44,13.0
25525,26811,26,59,44,50,26.8
25525,27020,73,62,29,82,36.0
25528,26936,47,26,61,27,22.2
25529,35198,77,29,78,29,178.6
25529,25531,99,19,99,19,13.0
25530,26242,74,64,69,54,13.0
25531,26511,46,24,52,37,17.6
25531,29319,97,66,52,56,68.2
25531,27540,74,70,41,89,38.3
25531,27313,54,18,64,36,36.0
25532,28021,27,43,64,60,49.8
25533,26416,80,57,69,64,17.6
25534,27205,52,37,58,32,33.7
25534,25938,59,81,61,71,13.0
25535,26043,83,57,86,70,13.0
25535,26029,98,63,91,56,13.0
25535,26668,35,59,31,85,24.5
25537,30294,7,5,47,49,85.45
25537,25827,18,69,18,61,13.0
25537,26728,22,26,28,39,24.5
25537,27948,28,91,28,63,42.9
25538,29002,76,23,42,48,59.0
25538,26961,81,95,65,88,26.8
25539,25539,69,39,69,39,13.0
25539,27521,8,32,8,47,40.6
25540,26730,71,81,59,81,19.9
25540,25883,40,68,41,90,15.3
25540,28554,82,83,46,49,54.4
25542,26682,62,82,77,64,26.8
25542,26603,74,39,86,75,24.5
25543,29280,76,29,66,49,65.9
25546,30825,59,23,63,82,102.7
25546,26381,93,52,83,28,19.9
25547,26628,65,50,95,29,29.1
25547,26733,56,26,55,33,19.9
25548,25634,0,9,4,7,13.0
25549,26123,47,65,56,75,13.0
25549,26954,53,72,37,59,22.2
25549,25561,75,70,75,70,13.0
25550,25962,81,75,74,72,13.0
25551,27024,52,82,50,57,26.8
25552,26392,91,92,74,87,19.9
25552,25803,9,67,16,66,13.0
25552,26743,33,61,50,60,22.2
25554,25888,39,82,39,81,13.0
25554,27363,57,32,63,48,33.7
25555,25604,47,88,47,88,13.0
25556,26374,19,61,27,58,13.0
25556,29134,74,37,23,90,76.25
25556,28153,70,77,31,63,40.6
25556,26034,74,82,59,84,13.0
25557,26429,80,73,70,77,17.6
25558,26499,27,96,27,73,22.2
25558,26541,48,23,53,32,22.2
25558,27094,44,11,44,11,13.0
25558,26101,47,32,53,23,13.0
25558,28692,27,75,15,95,67.05
25559,27044,27,70,42,55,26.8
25561,26042,77,56,78,71,13.0
25561,26113,76,84,62,92,15.3
25562,26485,79,62,76,48,17.6
25563,26074,41,65,42,64,13.0
25563,26002,49,51,28,47,15.3
25564,27863,24,73,59,84,47.5
25565,26634,48,46,50,22,22.2
25565,28338,26,73,91,96,67.05
25565,26330,94,89,85,94,13.0
25565,26573,74,58,61,88,22.2
25565,28152,46,88,61,68,40.6
25566,27529,48,33,65,43,33.7
25566,26325,61,86,68,76,13.0
25566,26336,98,75,98,58,17.6
25567,25650,16,43,15,44,13.0
25568,26524,69,66,61,72,19.9
25568,26023,10,25,14,7,19.9
25569,27496,36,53,71,83,38.3
25569,25974,22,34,20,26,13.0
25570,26460,42,90,29,96,17.6
25570,25974,83,70,82,51,13.0
25570,28238,28,73,83,48,60.15
25571,26803,14,61,36,65,26.8
25571,25970,27,70,27,81,13.0
25572,27289,45,37,6,43,36.0
25572,27334,67,50,89,18,42.9
25572,26057,47,63,46,74,13.0
25573,25979,38,56,35,51,13.0
25573,26894,77,30,50,23,29.1
25574,26443,74,66,86,50,17.6
25574,26717,41,66,42,53,22.2
25574,27878,58,79,40,44,38.3
25576,27022,44,52,43,47,24.5
25576,27768,39,53,68,34,36.0
25578,27268,1,55,16,65,29.1
25579,28441,69,54,43,36,61.3
25579,30427,51,51,36,63,84.3
25580,25596,49,88,49,88,13.0
25581,27162,67,14,67,30,29.1
25582,27958,53,74,41,35,42.9
25582,29374,90,59,34,51,61.3
25583,27715,81,95,26,94,38.3
25584,26377,80,89,94,90,15.3
25584,25584,69,13,69,13,13.0
25584,29131,71,64,26,38,77.4
25584,25787,41,63,45,66,13.0
25585,25967,58,59,65,62,13.0
25585,27029,28,3,49,22,33.7
25585,26962,95,55,67,19,36.0
25585,26786,62,77,27,72,26.8
25586,25954,94,91,95,80,13.0
25586,27176,88,99,90,46,33.7
25586,26229,73,91,59,86,13.0
25586,26100,71,59,75,51,13.0
25587,26463,37,28,50,23,22.2
25588,25888,41,30,46,31,13.0
25589,26618,60,76,40,62,19.9
25590,25870,86,68,81,65,13.0
25590,28477,99,57,74,19,49.8
25590,25884,83,98,87,99,13.0
25590,25881,73,82,66,83,13.0
25591,26929,69,55,65,93,26.8
25592,26182,65,78,50,84,15.3
25593,26137,40,73,25,86,17.6
25594,26462,40,45,55,47,17.6
25595,28412,15,53,83,71,60.15
25596,26076,89,62,96,43,15.3
25596,27106,39,41,37,57,29.1
25596,30584,99,99,83,74,91.2
25596,26068,72,93,65,90,13.0
25596,28595,65,41,26,43,52.1
25596,25619,69,68,69,68,13.0
25596,26539,96,29,74,12,29.1
25597,26049,88,90,77,96,13.0
25598,27013,16,37,26,41,26.8
25598,30893,73,36,67,45,84.3
25598,42834,83,69,98,85,203.9
25599,28719,48,34,50,61,52.1
25601,26385,49,76,40,66,17.6
25601,26568,72,70,49,94,26.8
25603,27022,44,98,24,86,31.4
25605,28480,69,29,22,36,59.0
25606,26063,62,78,69,77,13.0
25607,28310,81,75,51,62,49.8
25607,26571,22,39,51,26,24.5
25607,25852,47,24,49,24,13.0
25608,27260,43,90,71,74,33.7
25610,26168,68,39,64,49,13.0
25611,28448,68,73,59,84,49.8
25611,26587,91,85,83,47,22.2
25611,26697,83,54,74,74,24.5
25613,27588,48,22,82,23,33.7
25613,28882,64,21,64,21,59.0
25613,28300,29,82,89,98,55.55
25614,26918,51,90,83,73,24.5
25615,27025,31,34,43,37,26.8
25615,26577,66,44,63,54,13.0
25616,26424,15,95,39,87,19.9
25616,26333,14,99,29,90,15.3
25617,26220,13,67,21,70,13.0
25619,26795,58,72,77,56,24.5
25619,31003,53,9,46,12,98.1
25621,26002,37,47,37,56,13.0
25621,27209,46,80,39,51,31.4
25622,26054,48,39,41,33,13.0
25622,26518,76,86,76,86,13.0
25623,27783,86,68,61,43,42.9
25623,26168,55,26,67,21,13.0
25623,26552,38,69,44,58,17.6
25624,26123,28,3,63,4,22.2
25624,28490,25,81,39,38,56.7
25625,26699,59,83,50,64,22.2
25625,26097,27,78,28,86,13.0
25625,29438,95,77,39,92,96.95
25626,26667,99,99,94,82,17.6
25627,28286,50,72,20,32,54.4
25627,26674,71,91,63,78,19.9
25628,29528,74,23,42,50,72.8
25628,27517,74,36,26,38,38.3
25628,29716,81,28,54,79,71.65
25629,26716,37,62,51,56,17.6
25630,25957,91,88,96,80,13.0
25631,29052,20,31,24,61,78.55
25631,26068,26,46,33,50,13.0
25631,26160,42,24,48,29,13.0
25634,27333,56,43,29,43,31.4
25634,26566,81,75,83,43,19.9
25634,26414,44,26,40,33,13.0
25635,27585,80,98,37,96,38.3
25636,26309,83,41,83,61,13.0
25641,26888,20,93,29,71,22.2
25641,26210,88,58,99,63,13.0
25641,29681,30,34,83,53,75.1
25643,27038,45,87,8,59,40.6
25643,26001,65,63,65,70,13.0
25643,25781,97,79,94,76,13.0
25643,27395,46,90,19,2,75.1
25644,29024,74,27,58,10,62.45
25644,27834,50,77,61,45,36.0
25646,26850,58,15,70,25,19.9
25646,26609,60,27,67,32,13.0
25646,28598,29,41,27,69,49.8
25646,27105,35,96,91,87,36.0
25646,25657,74,68,74,68,13.0
25647,26307,84,87,78,77,13.0
25647,26177,69,46,76,28,17.6
25648,28112,55,26,72,12,42.9
25648,29704,29,96,53,17,92.35
25650,26247,85,94,78,86,13.0
25650,26403,95,63,66,94,26.8
25650,33275,90,59,70,68,121.1
25650,27204,76,68,40,66,29.1
25651,26168,32,57,42,64,15.3
25651,26122,68,85,60,86,13.0
25652,27764,93,99,42,90,42.9
25652,26433,67,77,58,71,17.6
25652,25992,40,67,39,76,13.0
25654,26828,45,44,22,58,24.5
25654,34227,57,8,74,66,140.65
25654,27274,68,99,42,82,29.1
25655,28069,35,41,79,77,49.8
25655,26287,24,73,43,82,17.6
25656,26855,37,59,8,47,24.5
25658,26539,35,14,13,14,17.6
25658,26057,47,63,51,69,13.0
25658,26807,29,81,19,98,24.5
25659,26413,65,86,66,73,13.0
25661,31062,80,28,65,44,93.5
25661,26354,21,60,15,22,24.5
25661,29018,18,82,71,66,56.7
25661,27491,44,69,64,47,29.1
25662,26252,38,85,28,87,13.0
25662,26938,39,56,57,71,24.5
25662,26834,63,82,28,91,24.5
25662,26182,36,49,41,55,13.0
25662,29438,70,62,20,83,56.7
25664,25866,51,82,47,82,13.0
25664,27075,21,41,9,13,33.7
25664,27153,33,83,6,45,33.7
25665,31389,61,59,50,23,105.0
25665,26814,65,49,45,50,19.9
25667,26497,88,69,80,60,13.0
25667,26065,32,96,36,89,13.0
25668,26566,94,39,85,51,17.6
25670,27094,48,62,20,54,31.4
25671,29128,68,43,22,89,76.25
25671,27416,8,59,27,93,38.3
25671,27592,60,18,22,34,45.2
25672,26111,79,56,76,67,13.0
25672,26125,48,29,54,26,13.0
25672,26542,52,62,49,72,17.6
25672,27523,36,37,42,52,33.7
25673,27117,57,59,43,40,29.1
25675,29446,86,36,13,77,82.0
25675,27942,44,94,43,51,45.2
25676,27056,27,59,40,58,26.8
25676,27296,81,71,65,44,33.7
25676,28110,57,16,63,42,42.9
25677,26824,63,90,98,84,26.8
25677,27858,74,82,61,99,38.3
25678,26027,70,74,63,75,13.0
25679,26080,55,85,61,88,13.0
25679,26756,90,49,96,78,24.5
25679,26789,33,41,42,53,22.2
25680,26745,91,89,74,68,22.2
25681,26941,34,97,34,97,13.0
25682,27049,86,72,79,32,29.1
25682,27978,26,34,26,34,13.0
25684,28052,83,59,50,61,45.2
25684,30216,79,81,40,51,79.7
25684,27215,18,50,47,43,31.4
25685,27474,77,29,58,29,33.7
25686,27515,87,27,89,85,40.6
25686,26972,87,94,73,66,26.8
25687,30419,86,99,91,48,101.55
25690,27134,93,56,58,97,36.0
25690,25979,50,68,52,71,13.0
25691,27015,42,90,56,76,22.2
25691,26994,39,55,15,28,26.8
25691,27538,35,51,61,52,31.4
25691,26845,95,74,71,66,19.9
25691,27073,22,28,53,31,29.1
25691,26926,50,15,51,25,22.2
25693,30105,42,25,16,98,87.75
25694,26509,27,96,44,97,17.6
25694,27893,87,48,28,84,55.55
25696,26809,98,39,88,61,19.9
25696,27206,84,92,74,64,31.4
25697,27317,99,99,88,91,31.4
25697,26044,43,48,42,54,13.0
25697,25944,71,93,68,89,13.0
25698,26234,92,24,81,28,13.0
25698,26985,79,81,78,78,22.2
25699,29988,41,25,61,82,88.9
25699,26332,51,33,50,24,13.0
25700,26334,55,26,51,23,13.0
25700,26839,99,99,96,84,17.6
25700,27161,64,25,85,39,24.5
25700,31291,22,36,92,86,111.9
25701,28390,80,53,41,98,56.7
25701,27047,90,44,90,44,13.0
25701,26361,43,66,35,59,13.0
25702,28156,81,81,21,57,47.5
25702,26386,40,58,46,76,15.3
25702,26003,76,64,83,67,13.0
25702,30926,12,77,88,99,113.05
25703,30069,43,29,49,71,68.2
25703,27938,86,69,30,97,42.9
25703,26623,87,24,49,22,26.8
25705,27316,76,97,76,97,13.0
25705,26590,44,30,60,27,15.3
25705,26060,91,88,94,82,13.0
25705,26145,46,78,43,90,13.0
25708,27336,81,51,53,94,40.6
25708,27800,19,2,91,16,60.15
25708,29790,40,16,15,33,77.4
25708,27427,10,74,65,90,40.6
25709,28607,86,54,61,73,47.5
25709,27940,37,85,98,57,54.4
25710,32172,45,30,30,49,114.2
25710,30009,87,96,40,51,78.55
25711,26062,58,17,44,19,13.0
25711,26532,86,70,95,88,19.9
25713,26873,46,43,34,64,24.5
25713,29816,37,46,22,32,80.85
25714,26300,53,26,52,34,13.0
25714,27243,22,46,18,88,33.7
25714,27102,71,24,39,8,31.4
25715,26043,73,62,79,62,13.0
25715,27792,93,14,88,61,33.7
25715,27708,78,41,50,23,40.6
25715,26916,38,68,46,86,22.2
25716,26388,0,27,17,3,22.2
25716,26907,88,60,71,66,24.5
25716,26617,95,84,76,89,15.3
25717,26270,39,35,42,42,13.0
25717,27467,62,54,50,24,31.4
25718,27249,90,48,91,94,31.4
25718,27663,32,74,48,67,36.0
25720,27506,86,60,59,66,29.1
25720,27342,32,53,13,73,33.7
25722,26923,80,76,65,71,19.9
25723,26263,15,95,26,92,13.0
25723,28175,22,28,33,52,45.2
25723,27539,16,57,16,57,13.0
25724,25818,15,18,15,16,13.0
25724,28153,24,72,68,77,40.6
25724,27395,66,35,46,48,29.1
25725,26568,50,61,46,81,19.9
25725,28289,86,92,50,72,47.5
25725,27028,23,35,48,22,24.5
25725,27099,70,96,64,77,22.2
25726,29603,69,46,14,0,100.4
25726,27581,53,20,26,38,38.3
25727,30586,21,36,15,25,94.65
25727,29813,61,87,44,50,80.85
25728,26966,49,76,47,62,22.2
25728,30064,70,91,43,51,77.4
25728,29432,70,39,39,58,63.6
25729,26278,42,37,24,36,13.0
25729,27065,75,56,68,76,24.5
25730,37234,51,87,91,95,215.4
25730,26520,40,69,25,86,19.9
25730,26401,83,69,83,47,15.3
25730,28450,73,73,40,30,63.6
25730,26507,64,24,64,36,17.6
25731,26339,35,86,41,76,13.0
25731,26661,64,12,54,23,19.9
25731,27164,20,85,26,82,22.2
25731,27846,47,67,22,27,40.6
25732,26369,4,16,15,23,13.0
25732,26549,44,97,65,89,17.6
25732,27451,60,22,60,22,13.0
25732,28132,39,30,30,61,40.6
25733,27177,68,70,61,52,26.8
25734,27693,12,9,50,23,40.6
25734,26558,92,24,83,32,13.0
25736,27500,46,6,58,28,33.7
25736,26886,11,19,44,17,22.2
25737,26697,80,54,64,48,19.9
25737,30637,21,68,87,28,94.65
25737,28734,64,18,35,46,54.4
25739,26722,50,42,32,47,22.2
25741,26811,72,48,80,66,19.9
25741,26359,78,81,80,84,13.0
25742,26312,53,14,60,4,13.0
25743,26248,67,23,70,13,13.0
25743,25983,63,75,65,79,13.0
25744,26681,66,32,48,29,17.6
25744,26156,44,22,46,13,13.0
25744,30531,86,12,22,57,119.95
25744,30160,1,45,76,84,85.45
25744,26231,72,74,72,69,13.0
25745,33931,78,56,87,70,123.4
25745,26628,73,83,40,83,22.2
25746,26204,76,65,77,56,13.0
25746,26188,74,74,80,66,13.0
25747,26297,52,40,45,37,13.0
25747,26703,4,32,11,17,17.6
25747,27896,85,66,85,66,13.0
25748,27226,84,88,81,56,36.0
25748,28268,44,97,73,57,45.2
25749,25990,47,90,42,90,13.0
25749,28714,75,71,51,59,52.1
25750,28765,88,99,26,82,53.25
25750,27049,40,44,37,26,22.2
25750,27762,62,78,36,56,36.0
25750,28815,88,86,25,41,92.35
25751,27697,79,98,20,84,38.3
25751,26346,41,81,42,73,13.0
25751,26189,79,73,76,67,13.0
25752,28404,58,59,53,31,53.25
25753,30146,73,91,39,24,90.05
25753,26577,74,74,71,64,13.0
25755,27470,78,39,39,35,33.7
25755,26213,79,77,72,76,13.0
25755,26276,78,66,81,59,13.0
25755,26677,37,53,8,59,19.9
25756,26511,63,87,91,87,24.5
25758,25940,72,68,76,69,13.0
25758,29172,73,94,26,41,70.5
25758,27797,7,34,59,27,42.9
25758,27142,50,50,49,22,24.5
25758,27053,3,51,26,41,26.8
25759,26705,29,81,65,82,22.2
25759,26917,24,71,24,24,29.1
25759,27008,84,87,84,87,13.0
25759,29872,55,26,95,50,82.0
25760,29022,89,40,25,43,61.3
25760,27317,43,43,39,61,24.5
25760,28057,63,93,85,53,38.3
25762,26702,86,68,74,64,17.6
25763,26042,39,34,43,30,13.0
25764,26245,40,75,49,76,13.0
25764,27057,70,66,51,56,22.2
25765,26080,35,45,34,46,13.0
25766,30272,15,76,54,26,96.95
25767,27571,65,66,25,64,33.7
25767,29242,75,55,24,95,64.75
25768,25788,65,24,65,24,13.0
25769,26344,39,1,46,7,13.0
25770,26913,48,33,45,41,19.9
25770,32842,28,35,32,73,130.3
25770,26300,69,83,81,80,13.0
25771,26472,99,57,90,49,13.0
25771,26417,36,71,25,84,15.3
25772,28545,70,94,19,1,92.35
25773,26427,60,23,56,32,13.0
25774,28097,44,30,0,35,47.5
25774,27065,92,91,59,86,31.4
25775,26967,29,45,50,56,24.5
25776,27216,36,54,55,99,33.7
25777,26711,16,81,7,39,31.4
25777,30140,64,83,76,48,85.45
25777,27097,25,15,67,21,31.4
25777,30280,70,52,74,50,68.2
25778,27878,50,33,52,42,36.0
25781,26346,83,32,90,36,13.0
25783,25911,75,62,75,58,13.0
25783,30628,59,99,36,5,141.8
25784,27746,58,82,23,90,38.3
25784,27841,36,37,8,45,40.6
25785,37100,99,77,88,90,177.45
25785,29462,5,49,5,49,13.0
25786,29166,87,27,39,50,61.3
25787,26637,35,96,23,91,17.6
25787,27339,35,96,95,74,44.05
25788,26895,77,48,56,27,31.4
25788,26649,35,29,41,36,13.0
25789,28264,75,74,42,50,40.6
25790,27417,18,43,40,72,33.7
25790,28184,55,26,41,50,49.8
25790,27344,74,73,76,26,29.1
25790,27218,38,46,64,44,29.1
25790,27579,67,93,88,62,40.6
25791,29674,65,65,90,48,68.2
25792,26911,45,24,29,9,22.2
25792,27506,7,23,37,28,31.4
25793,26054,78,71,74,73,13.0
25793,28683,88,99,83,48,52.1
25794,27625,4,19,49,22,38.3
25794,27424,41,12,39,31,31.4
25795,26256,89,48,86,54,13.0
25795,29317,91,36,31,68,63.6
25796,27290,49,23,26,39,33.7
25797,27433,45,23,43,36,13.0
25797,26672,94,69,85,56,19.9
25798,26523,75,77,79,85,13.0
25798,26390,55,43,69,48,13.0
25799,27170,15,22,22,36,26.8
25799,26697,32,88,18,96,19.9
25800,26262,50,57,50,67,13.0
25802,26264,72,74,72,85,13.0
25802,26338,79,81,81,75,13.0
25803,26859,92,62,70,85,29.1
25803,27380,81,96,61,74,29.1
25803,26388,41,11,17,5,19.9
25803,29774,85,95,15,30,92.35
25803,26922,85,62,65,96,26.8
25804,29349,51,72,24,56,71.65
25806,27713,88,92,83,47,38.3
25808,26761,53,73,73,83,22.2
25808,26195,79,73,76,66,13.0
25810,26755,62,58,50,62,22.2
25810,27191,85,62,69,60,24.5
25810,28491,40,72,75,74,49.8
25810,27490,38,68,27,43,31.4
25810,26639,7,54,15,57,13.0
25811,27936,89,48,89,48,13.0
25811,26111,46,15,51,14,13.0
25813,27076,84,40,84,40,13.0
25813,26593,44,56,62,62,15.3
25814,28365,62,82,41,56,42.9
25814,27262,48,57,46,90,24.5
25815,27244,73,83,35,89,29.1
25815,27975,43,27,76,4,36.0
25816,28006,92,52,47,47,38.3
25816,26656,79,39,88,48,17.6
25816,26912,57,82,57,82,13.0
25816,27126,28,87,22,82,19.9
25817,30107,53,3,53,3,13.0
25817,25817,87,3,87,3,13.0
25817,25997,98,78,96,74,13.0
25818,26259,87,91,94,89,13.0
25818,32716,78,77,81,79,116.5
25819,27859,83,56,32,87,40.6
25819,25980,86,79,90,85,13.0
25819,26480,19,68,45,63,19.9
25819,27105,97,63,77,62,24.5
25819,29692,64,77,50,24,76.25
25820,28764,19,94,49,24,75.1
25821,26876,67,96,88,73,29.1
25822,31887,19,36,24,66,122.25
25824,27442,60,76,88,61,31.4
25824,27597,72,83,34,98,33.7
25824,27213,47,45,58,30,24.5
25825,25920,71,83,67,82,13.0
25826,26020,83,71,82,71,13.0
25826,28697,99,26,65,39,49.8
25828,26968,58,12,58,29,22.2
25830,26871,60,71,42,90,26.8
25832,26805,61,37,72,53,22.2
25832,27457,32,77,26,11,45.2
25833,26407,46,56,54,62,13.0
25834,27007,64,41,65,44,24.5
25834,25841,43,59,43,59,13.0
25835,26337,53,27,56,33,13.0
25836,27267,33,70,79,73,29.1
25837,27577,36,87,11,77,33.7
25838,27532,92,82,78,54,33.7
25838,27818,50,75,73,45,33.7
25838,28932,46,82,38,82,13.0
25840,26726,26,61,17,78,22.2
25841,27977,25,86,72,83,45.2
25841,29805,77,78,42,53,72.8
25842,26650,70,61,90,47,22.2
25843,25843,93,38,93,38,13.0
25843,28567,99,56,24,88,64.75
25843,26083,76,66,83,66,13.0
25844,26452,17,24,28,30,13.0
25845,25861,55,59,55,59,13.0
25846,26199,57,32,50,24,13.0
25847,27941,41,90,40,51,40.6
25847,27079,34,37,49,22,29.1
25848,26764,22,43,30,34,22.2
25849,27051,40,57,58,30,31.4
25849,29554,4,32,52,87,78.55
25850,27901,49,71,65,52,38.3
25850,28263,86,70,58,56,38.3
25851,27379,62,61,54,36,24.5
25851,26809,31,96,61,98,17.6
25852,27812,91,81,62,62,33.7
25852,27316,62,81,93,99,29.1
25852,26512,7,49,13,71,17.6
25852,29237,30,24,0,45,63.6
25852,34099,91,11,84,85,159.05
25853,26615,40,69,25,85,17.6
25853,26129,39,59,42,55,13.0
25855,26497,65,63,79,58,13.0
25856,28486,90,27,65,49,45.2
25857,27031,40,63,65,67,24.5
25858,26763,98,77,88,52,19.9
25860,28906,57,16,83,67,65.9
25860,27472,62,21,46,31,31.4
25861,26515,79,34,61,27,17.6
25861,27045,80,88,74,78,13.0
25861,29419,86,91,27,62,69.35
25862,26408,83,55,94,52,13.0
25862,28305,85,61,43,90,42.9
25864,26950,47,82,18,69,24.5
25864,26104,48,76,47,71,13.0
25865,27389,47,76,40,51,26.8
25866,30764,25,41,56,72,84.3
25866,33351,64,23,82,52,123.4
25866,28059,81,41,54,56,38.3
25866,26170,63,4,64,10,13.0
25868,27025,76,67,71,62,22.2
25868,26555,34,82,20,61,19.9
25868,27887,45,97,19,96,42.9
25869,27229,53,23,67,31,24.5
25869,28157,77,29,86,74,40.6
25870,28275,94,90,70,61,40.6
25871,27192,32,74,72,94,31.4
25871,27333,85,94,46,94,26.8
25872,27363,64,41,50,24,29.1
25872,28778,25,89,37,57,54.4
25873,26258,64,40,74,39,13.0
25875,30585,58,27,32,73,88.9
25875,26636,92,56,79,56,13.0
25875,26780,86,41,80,76,22.2
25875,26152,70,39,81,39,13.0
25877,27440,58,66,47,62,13.0
25878,26591,45,17,62,18,17.6
25878,26403,52,23,53,30,13.0
25878,27648,22,39,42,55,31.4
25880,26401,65,23,67,19,13.0
25881,26061,77,30,76,27,13.0
25881,26547,68,84,79,81,13.0
25881,26695,35,51,44,51,13.0
25881,26562,92,86,74,90,17.6
25882,26662,72,23,58,22,19.9
25882,27052,35,50,31,65,19.9
25882,28031,74,63,55,35,42.9
25882,29969,84,88,41,45,65.9
25883,28237,68,69,29,41,45.2
25883,29663,87,97,18,96,79.7
25883,26858,25,41,6,53,22.2
25884,27195,69,63,50,72,26.8
25884,28516,71,61,40,62,42.9
25884,26806,25,81,16,85,13.0
25884,27574,51,62,90,89,40.6
25887,28003,48,82,27,72,36.0
25887,30106,7,35,57,30,70.5
25888,26584,77,84,75,79,13.0
25888,26632,80,62,68,72,13.0
25888,26476,56,64,65,64,13.0
25889,27420,28,81,47,72,31.4
25890,26445,22,71,32,73,13.0
25890,26928,66,36,65,51,13.0
25891,26208,22,63,21,72,13.0
25893,28132,83,25,83,25,13.0
25894,26752,70,66,58,69,13.0
25895,26657,45,73,38,67,13.0
25895,26281,73,91,68,87,13.0
25895,28483,79,45,67,97,47.5
25896,26269,55,71,55,79,13.0
25899,26954,76,47,70,23,22.2
25901,27290,83,26,50,23,29.1
25902,27527,48,71,84,37,38.3
25903,26525,70,66,69,59,13.0
25903,28765,74,77,42,54,42.9
25904,27199,49,78,37,87,26.8
25904,27138,34,53,44,19,26.8
25905,27236,86,54,71,63,24.5
25906,29303,31,58,75,57,59.0
25907,27128,71,38,50,24,26.8
25908,28521,71,87,29,63,45.2
25908,27205,26,43,8,47,22.2
25908,29476,19,50,55,44,56.7
25909,26574,50,45,42,49,13.0
25912,27822,45,76,34,51,36.0
25912,29591,49,67,56,73,59.0
25914,26696,46,90,20,90,19.9
25914,26305,83,64,80,73,13.0
25914,27363,33,51,58,29,31.4
25914,28412,30,40,47,45,45.2
25915,28136,61,69,27,41,38.3
25915,29617,49,21,19,65,65.9
25915,26898,69,23,74,36,19.9
25915,27040,64,12,53,20,22.2
25916,26820,24,76,18,42,22.2
25916,27056,29,39,20,47,22.2
25916,26730,62,78,49,84,15.3
25917,28355,39,44,56,62,45.2
25917,26673,85,56,69,83,22.2
25919,26355,31,85,25,84,13.0
25920,26987,18,99,31,87,19.9
25920,26162,38,69,32,72,13.0
25920,26879,41,92,27,73,22.2
25921,27342,81,93,58,76,29.1
25921,26657,10,18,10,0,13.0
25921,26463,45,23,48,30,13.0
25921,26380,31,57,23,59,13.0
25922,26588,76,66,64,66,13.0
25922,28058,47,69,19,91,40.6
25922,28677,65,59,17,78,54.4
25923,27558,58,82,33,64,33.7
25923,26583,66,40,64,21,15.3
25924,25939,43,64,43,64,13.0
25924,26075,72,67,73,71,13.0
25925,26105,43,26,39,25,13.0
25926,28752,20,92,26,41,49.8
25926,28434,38,12,81,29,49.8
25926,29732,97,60,27,37,95.8
25928,28972,74,62,86,54,54.4
25929,27603,78,85,61,73,31.4
25929,26499,43,17,56,18,13.0
25931,26511,92,95,81,98,13.0
25931,26059,50,77,51,82,13.0
25931,27245,7,67,20,32,26.8
25931,26837,69,66,69,52,19.9
25932,26916,64,82,69,77,13.0
25932,28491,81,98,81,48,49.8
25932,26544,18,37,12,4,22.2
25933,27255,79,83,82,50,22.2
25933,29278,24,13,85,53,77.4
25934,26842,62,71,54,85,19.9
25934,27649,66,52,50,24,29.1
25934,27528,65,59,41,80,29.1
25935,29807,86,41,22,79,78.55
25935,27622,22,86,16,41,38.3
25936,26905,92,57,79,78,19.9
25939,27372,71,66,80,62,24.5
