start_time,end_time,start_x,start_y,end_x,end_y,money
57,283,46,93,34,94,13.0
58,213,44,82,38,83,13.0
60,1568,28,41,28,41,13.0
60,296,26,45,22,38,13.0
61,421,89,52,97,52,13.0
63,425,68,75,73,62,13.0
64,229,83,46,82,42,13.0
65,545,32,76,34,58,13.0
65,305,41,51,40,56,13.0
66,459,90,49,99,55,13.0
68,360,13,43,8,43,13.0
68,888,46,87,22,49,35.08
68,629,69,49,40,45,21.28
69,302,21,81,19,79,13.0
69,1646,37,76,77,48,61.76
70,508,63,54,67,41,13.0
72,753,81,32,89,56,21.28
72,565,50,31,54,33,13.0
72,1155,22,59,53,23,40.6
72,1334,77,79,56,18,53.94
73,611,4,43,6,31,13.0
74,1158,34,95,91,60,53.94
75,455,86,11,86,11,13.0
75,559,92,86,91,62,18.52
77,613,79,24,81,38,15.76
78,618,32,92,21,81,24.04
78,924,60,66,37,37,32.32
78,646,46,91,41,71,18.52
78,763,68,74,88,62,21.28
79,371,65,59,74,56,13.0
80,500,61,78,56,83,13.0
81,714,33,83,10,66,26.8
81,1269,81,51,28,49,35.08
82,567,60,78,69,57,21.28
82,543,50,12,62,23,15.76
82,1411,75,53,44,33,32.32
83,414,78,60,76,73,13.0
83,1235,48,49,24,86,35.08
83,880,60,94,41,61,32.32
84,749,53,79,85,60,32.32
85,572,73,66,87,55,15.76
86,1349,53,20,24,19,40.6
88,388,39,42,35,36,13.0
88,925,47,37,18,46,21.28
88,344,91,97,85,94,13.0
90,1230,81,62,73,6,40.6
90,615,79,32,82,32,13.0
90,847,89,36,79,17,21.28
90,751,87,88,59,86,26.8
91,875,56,71,59,94,21.28
91,628,77,47,86,68,18.52
92,850,87,48,66,57,18.52
92,1000,59,66,66,32,24.04
93,303,24,87,22,81,13.0
93,686,83,35,88,6,24.04
93,561,30,92,19,89,13.0
94,94,95,55,95,55,13.0
95,1063,32,96,20,82,18.52
97,560,85,77,96,64,18.52
98,1411,33,84,76,62,40.14
98,1752,74,43,63,91,35.08
101,751,85,56,81,23,24.04
102,248,72,91,68,96,13.0
103,523,78,56,88,48,15.76
104,316,51,33,55,33,13.0
105,885,78,48,64,66,21.28
105,107,79,70,79,70,13.0
108,408,65,23,66,37,13.0
110,1360,38,59,84,20,50.03
110,804,86,48,99,56,15.76
110,331,65,78,61,69,13.0
110,2941,83,54,98,59,72.57
111,584,44,47,33,30,18.52
111,1281,40,80,77,29,65.67
112,952,62,82,76,60,21.28
112,112,84,18,84,18,13.0
116,498,65,94,97,97,26.8
118,1265,32,87,56,66,35.08
119,1085,53,20,49,6,18.06
122,1426,59,96,68,41,40.6
123,1250,78,63,49,42,29.56
127,607,40,82,44,82,13.0
128,608,81,52,82,24,18.52
129,214,61,69,63,66,13.0
130,481,76,77,88,91,13.0
132,507,61,73,54,82,13.0
132,405,92,91,99,99,13.0
134,396,81,62,85,58,13.0
138,896,84,75,60,99,29.56
139,1318,82,50,95,99,37.38
140,858,55,62,74,66,21.28
141,1671,42,90,42,89,37.84
141,1237,68,23,71,87,46.12
141,606,81,60,73,66,13.0
143,1267,26,44,47,29,43.36
145,652,3,49,3,34,13.0
145,736,22,84,22,84,13.0
145,3017,42,90,35,30,112.59
148,930,81,64,65,43,24.04
149,842,83,68,83,57,15.3
149,1349,72,57,71,12,31.86
150,1750,46,5,17,77,77.4
150,971,75,74,64,48,24.04
151,1043,32,37,46,6,35.08
152,1274,65,68,89,85,37.84
152,695,69,42,72,74,24.04
152,475,26,38,24,29,13.0
154,397,44,4,44,5,13.0
155,616,43,33,53,28,13.0
156,285,42,68,51,71,13.0
156,816,47,49,19,37,26.8
157,928,89,31,67,39,18.52
158,780,46,6,80,14,29.56
158,1349,80,63,60,78,23.58
159,687,35,76,47,66,15.76
160,716,77,39,69,53,13.0
160,939,66,36,80,56,21.28
160,867,40,37,34,24,15.76
160,723,86,92,98,95,13.0
161,701,83,60,81,50,13.0
162,920,80,54,83,94,29.56
164,722,81,62,75,85,21.28
165,441,74,13,70,15,13.0
166,586,83,37,83,61,18.52
168,412,46,96,50,99,13.0
168,1233,21,87,98,78,57.85
168,754,44,87,61,88,13.0
170,1116,21,64,54,62,24.04
171,1733,57,38,33,88,46.12
172,1327,86,68,70,23,40.6
172,513,41,12,32,13,13.0
172,719,83,47,89,37,13.0
172,861,94,85,80,62,21.28
174,408,81,50,78,56,13.0
174,755,48,6,24,11,24.04
175,828,73,66,92,87,21.28
176,1862,92,61,95,51,31.86
176,447,61,12,66,18,13.0
176,1083,27,81,27,37,37.84
177,1432,71,39,34,19,40.6
178,1265,35,78,71,46,40.6
180,1578,51,85,44,96,19.9
180,2039,56,59,95,49,73.49
182,902,44,61,33,53,18.52
183,1384,88,62,88,56,23.58
184,820,83,39,92,59,21.28
185,1386,52,33,48,11,32.32
186,816,53,18,45,28,15.76
187,705,80,55,83,29,21.28
189,471,52,36,51,44,13.0
189,970,33,93,72,82,35.08
191,413,45,37,35,37,13.0
191,510,21,64,22,48,13.0
192,774,46,74,32,75,13.0
194,729,69,53,66,66,13.0
194,1441,72,62,64,51,20.82
194,526,81,32,87,25,13.0
194,865,60,59,76,35,24.04
195,392,60,96,62,97,13.0
195,674,94,48,90,26,18.52
196,619,54,44,36,42,13.0
198,1079,62,87,76,60,24.04
199,509,19,63,25,61,13.0
200,918,65,96,65,96,13.0
200,1242,99,61,90,94,24.04
201,405,15,23,10,19,13.0
202,1168,85,77,74,14,40.6
202,1234,38,32,72,55,35.08
206,1017,28,69,48,40,29.56
207,1356,50,90,28,13,65.67
207,279,58,96,58,96,13.0
208,361,72,16,72,21,13.0
209,1589,89,95,71,66,29.56
209,1889,83,47,83,47,13.0
210,882,63,48,88,48,18.52
210,560,77,62,84,63,13.0
211,605,71,36,81,41,13.0
211,880,56,33,80,39,18.52
212,2902,69,66,75,67,32.78
212,274,90,24,89,21,13.0
212,622,61,73,71,66,13.0
215,483,19,68,26,81,15.76
217,674,83,68,90,88,18.52
218,313,97,52,95,52,13.0
220,220,83,54,83,54,13.0
222,1170,69,64,75,92,26.8
222,485,81,42,82,36,13.0
222,745,63,36,72,13,18.52
222,1068,32,92,48,33,43.36
222,796,93,13,81,24,13.0
223,654,64,21,64,13,13.0
223,314,98,93,97,97,13.0
224,1288,86,92,76,35,46.12
225,594,67,22,83,21,13.0
225,698,34,76,35,60,13.0
225,508,64,12,68,15,13.0
225,2406,2,21,12,57,52.33
225,1168,85,88,72,64,24.04
226,481,37,66,40,76,13.0
226,920,94,92,71,90,24.04
227,1355,68,94,65,64,24.04
227,743,12,9,4,21,13.0
228,891,55,72,65,68,13.0
228,426,65,67,65,72,13.0
228,729,62,27,65,46,15.76
230,1071,39,67,62,86,24.04
231,352,55,72,50,72,13.0
231,2036,20,68,7,60,45.66
231,2187,62,49,69,63,40.14
234,956,56,66,43,65,15.76
235,1017,83,40,56,79,40.6
236,1146,30,61,20,91,24.04
238,1139,50,59,62,97,29.56
238,486,74,61,66,62,13.0
238,238,37,27,37,27,13.0
240,750,72,34,78,17,15.76
243,755,82,54,90,52,13.0
243,1395,65,54,32,11,43.36
246,684,42,43,42,52,13.0
248,1229,80,56,96,52,18.06
248,669,74,55,85,59,13.0
249,879,83,55,85,28,18.52
249,700,70,41,79,33,13.0
250,700,53,16,64,11,15.76
255,635,61,77,69,62,15.76
255,467,47,61,47,53,13.0
256,1354,89,41,53,26,34.62
258,755,65,70,66,43,24.04
258,2130,56,40,33,34,36.92
260,717,65,59,68,70,13.0
261,1701,61,95,89,52,40.14
261,1356,79,56,78,84,23.58
262,770,61,73,48,77,13.0
264,963,72,55,77,29,21.28
266,600,74,58,65,66,13.0
267,567,56,64,62,62,13.0
267,6236,19,64,68,12,122.94
268,649,70,4,70,13,13.0
269,923,86,46,90,57,15.3
271,1009,49,18,43,35,15.76
271,1139,21,72,32,96,26.8
273,651,21,65,40,66,18.52
273,994,19,68,27,32,26.8
277,697,83,41,97,61,21.28
277,1015,28,13,52,10,21.28
278,818,70,11,65,12,13.0
281,958,40,54,40,68,15.76
281,2624,64,39,64,39,13.0
281,593,6,74,7,66,13.0
283,3154,52,36,0,71,78.09
284,781,57,35,58,19,13.0
284,887,99,60,80,89,26.8
284,944,62,56,83,40,21.28
284,888,61,48,61,70,15.76
286,287,96,84,96,84,13.0
287,1367,87,34,63,66,32.32
288,362,83,41,83,38,13.0
291,628,42,71,42,65,13.0
294,1435,96,40,64,12,43.36
294,1084,26,11,80,16,37.84
296,448,19,65,26,65,13.0
296,772,78,39,74,59,18.52
298,625,79,51,90,51,13.0
299,603,45,24,39,21,13.0
299,1293,62,97,83,27,50.03
300,764,66,95,44,96,18.52
302,940,87,51,76,19,24.04
302,1060,60,18,55,40,18.52
304,424,63,51,63,51,13.0
304,1215,73,56,68,87,21.28
304,1425,47,48,81,64,32.32
305,1399,24,90,31,96,26.34
306,552,74,17,69,21,13.0
306,847,17,77,19,64,13.0
306,1416,20,88,2,37,40.6
306,1033,79,27,69,14,15.76
306,924,36,82,36,82,13.0
307,1131,48,47,51,20,18.52
308,1179,38,87,65,89,21.28
308,810,53,79,71,76,15.76
308,428,11,43,9,43,13.0
309,1036,49,15,71,22,18.52
311,2064,51,37,17,96,57.85
314,1884,9,76,79,64,65.67
314,1033,31,30,31,44,15.76
317,1011,83,75,73,92,18.52
318,976,70,46,67,27,21.28
318,374,41,76,45,76,13.0
318,756,26,46,6,47,15.76
319,1137,68,65,92,54,24.04
319,820,83,36,75,53,15.76
320,1326,73,66,67,24,32.32
320,1394,31,64,50,33,29.56
321,759,19,82,19,82,13.0
321,861,61,39,70,26,15.76
321,728,37,66,45,73,13.0
322,1350,60,62,78,61,20.82
323,789,33,81,56,80,18.52
323,847,1,53,5,73,18.52
327,1927,95,29,95,29,13.0
328,904,61,48,82,48,15.76
329,1055,13,77,54,68,32.32
330,1172,59,27,68,13,15.76
330,451,91,49,92,52,13.0
331,4033,34,76,69,48,64.75
333,665,99,63,95,73,13.0
334,495,3,55,11,56,13.0
335,695,65,72,70,83,13.0
337,858,65,72,73,82,13.0
338,1203,61,73,65,98,18.52
339,940,40,58,34,70,15.3
340,1055,65,48,68,17,21.28
340,1035,65,41,77,30,21.28
341,1582,56,65,68,31,26.8
342,750,20,68,29,55,15.76
344,806,82,52,73,60,13.0
346,1110,35,33,50,68,29.56
347,467,46,73,46,80,13.0
347,3086,32,95,48,43,66.36
348,2055,26,79,17,6,61.76
348,783,80,71,79,77,13.0
350,891,90,87,83,74,13.0
350,1010,78,78,85,38,26.8
352,1501,57,66,52,34,26.8
353,1535,92,95,85,41,37.84
354,606,45,18,43,12,13.0
354,474,20,68,28,64,13.0
355,798,90,49,89,39,13.0
356,1796,61,71,89,65,29.56
356,536,67,18,68,16,13.0
357,717,35,51,39,62,13.0
359,359,63,46,63,46,13.0
360,1203,49,59,39,96,26.8
360,1500,74,60,40,57,26.8
360,909,21,57,6,59,13.0
361,792,67,41,72,62,18.52
361,1198,45,95,38,68,21.28
361,766,88,34,87,39,13.0
362,663,88,45,88,45,13.0
362,1502,11,13,12,13,18.06
362,702,34,24,31,32,13.0
363,672,33,86,35,79,13.0
368,538,75,34,77,39,13.0
368,908,50,60,48,43,13.0
369,1211,20,86,10,57,26.8
370,627,75,46,75,55,13.0
372,1744,23,89,89,44,77.4
372,840,15,19,17,35,13.0
377,766,39,32,34,36,13.0
378,1398,86,52,61,97,37.84
378,798,36,48,20,47,13.0
379,961,46,91,28,86,15.76
380,1546,56,65,23,61,40.6
381,621,74,18,72,24,13.0
381,1313,84,76,43,66,35.08
383,383,26,44,26,44,13.0
386,1214,66,66,82,49,24.04
386,738,39,53,26,49,13.0
387,599,39,56,36,48,13.0
388,535,37,93,31,89,13.0
388,614,68,92,68,96,13.0
389,999,39,76,26,81,13.0
389,994,60,57,60,57,13.0
389,1603,71,48,28,84,50.03
389,671,39,48,43,42,13.0
389,510,35,42,35,47,13.0
390,1619,51,9,26,35,37.38
390,1883,40,37,81,34,40.14
391,1293,72,34,65,65,24.04
392,855,83,52,90,55,13.0
392,636,79,64,77,62,13.0
393,1332,65,53,76,85,29.56
393,973,14,76,23,66,18.52
394,924,49,21,37,27,21.28
395,870,39,51,40,61,13.0
398,868,92,49,98,56,13.0
400,1794,55,62,50,12,35.08
401,974,0,70,30,65,21.28
402,716,46,37,47,49,13.0
403,1070,66,66,66,52,13.0
403,2240,76,61,39,11,50.03
403,584,93,52,90,54,13.0
404,765,63,77,53,79,13.0
406,801,40,37,49,39,13.0
406,809,39,84,45,61,18.52
406,826,99,61,98,78,13.0
407,1074,47,37,40,73,26.8
409,1563,55,62,19,94,42.9
409,409,76,59,76,59,13.0
409,473,72,65,73,66,13.0
412,1888,55,62,74,16,35.08
413,1050,22,63,42,69,18.52
414,882,76,17,90,26,15.76
415,1274,25,41,67,44,26.8
416,677,25,61,32,56,13.0
417,2797,31,57,29,33,79.7
417,1288,72,56,63,23,29.56
417,1989,53,27,53,27,13.0
417,417,63,82,63,82,13.0
418,944,33,96,46,79,18.52
418,863,87,34,75,19,15.76
420,1867,74,78,13,10,93.04
421,733,75,53,76,60,13.0
421,1992,22,91,92,42,81.31
422,773,64,82,57,74,13.0
422,883,63,36,74,40,13.0
423,1215,27,86,24,49,29.56
424,683,19,9,26,3,13.0
424,727,64,21,53,18,13.0
425,1790,82,78,82,78,13.0
425,1987,49,24,13,73,60.15
428,2949,64,99,46,13,79.7
428,759,82,50,83,69,13.0
429,551,77,92,77,92,13.0
429,722,99,57,88,58,13.0
430,1450,82,53,55,20,37.38
430,966,85,98,90,84,13.0
430,928,44,12,60,0,18.52
431,1176,22,67,42,53,21.28
432,1379,61,97,87,95,24.04
436,775,20,89,14,85,13.0
436,762,79,75,78,69,13.0
437,687,51,86,50,92,13.0
437,1931,19,68,18,62,25.88
437,1037,43,45,62,52,15.76
442,895,44,17,59,23,18.52
442,634,71,20,76,16,13.0
442,1544,11,37,11,37,13.0
443,1295,49,47,75,52,24.04
444,968,63,57,61,75,13.0
445,666,65,61,61,66,13.0
445,586,76,62,76,65,13.0
446,1371,11,28,20,19,18.06
448,923,95,64,86,76,15.76
448,988,48,29,32,34,18.52
449,780,92,52,87,52,13.0
449,1470,8,29,77,13,50.03
451,1506,35,60,15,71,32.32
451,879,41,12,38,0,15.76
451,1850,33,83,35,42,34.62
452,1364,15,0,15,0,13.0
452,790,88,99,85,89,13.0
452,536,64,41,65,41,13.0
452,452,94,90,94,90,13.0
453,453,23,91,23,91,13.0
453,655,34,32,37,26,13.0
454,1153,65,61,79,83,24.04
455,709,30,27,36,33,13.0
455,1239,13,58,18,80,21.28
457,1390,19,65,44,30,35.08
459,1564,27,47,29,98,43.36
462,848,2,45,11,40,13.0
462,4821,80,62,8,64,120.18
465,1335,13,76,24,33,32.32
465,1707,83,69,56,40,35.08
466,3040,71,23,66,92,108.68
466,1527,36,53,21,12,37.84
466,1336,48,41,26,10,35.08
468,1273,68,52,98,49,24.04
468,1369,86,55,55,57,24.04
468,773,13,73,21,79,13.0
468,1021,9,69,46,70,26.8
469,2270,77,39,30,57,35.08
469,1445,34,96,44,24,50.03
471,4238,36,87,98,41,128.92
471,1167,50,87,41,42,13.0
472,2415,19,94,70,68,57.85
473,837,44,85,38,96,13.0
475,725,47,49,42,44,13.0
475,1487,47,49,80,62,32.32
477,1315,88,40,69,13,26.8
477,675,45,73,47,66,13.0
478,650,76,61,72,62,13.0
479,3574,15,27,82,33,72.57
479,952,82,50,65,51,15.76
479,599,71,74,72,77,13.0
480,1342,67,66,77,60,15.3
481,1022,87,34,83,44,13.0
482,1343,36,51,27,31,18.52
483,1178,13,57,43,68,29.56
483,1004,68,93,82,96,15.76
483,1041,72,83,71,68,15.76
483,1778,76,46,43,24,42.9
484,1713,47,26,78,29,40.14
484,1021,83,56,78,71,15.76
485,665,88,29,88,29,13.0
486,906,82,56,85,70,15.76
487,1435,56,66,92,95,35.08
488,1865,92,56,32,38,50.03
488,1116,27,39,19,63,24.04
490,1236,66,38,47,54,21.28
491,599,66,37,70,39,13.0
492,1210,15,24,40,37,24.04
494,849,65,66,76,62,13.0
496,899,66,87,51,99,15.76
496,1199,86,25,81,10,18.52
497,1037,46,43,17,38,24.04
498,1412,93,40,76,62,29.56
499,1197,18,47,28,30,21.28
499,562,50,86,50,86,13.0
499,646,20,68,28,64,13.0
500,1281,71,71,58,75,18.06
503,896,69,71,77,62,13.0
503,967,56,66,45,65,13.0
505,834,87,48,85,54,13.0
505,691,32,30,39,30,13.0
505,1493,39,35,17,55,24.04
506,771,73,39,74,42,13.0
506,1817,20,88,3,21,46.12
507,941,83,34,92,42,13.0
508,1178,33,95,20,92,26.8
508,1327,93,39,76,58,21.28
510,932,68,96,89,94,15.76
512,1715,76,47,39,40,29.56
512,1178,76,66,83,92,21.28
513,813,93,42,94,50,13.0
513,1286,76,77,76,60,20.82
513,1862,48,26,52,10,23.12
513,515,66,66,66,66,13.0
516,743,61,97,50,95,13.0
517,2679,81,54,29,34,67.97
517,747,41,73,40,87,13.0
520,580,20,47,15,47,13.0
522,875,23,61,38,66,15.76
522,1063,20,88,25,79,13.0
523,825,51,79,65,83,13.0
524,979,75,46,76,46,13.0
527,1837,80,56,31,94,53.94
528,1047,73,66,85,58,15.76
528,2545,80,56,63,49,36.46
530,890,40,61,37,33,18.52
530,710,18,47,13,48,13.0
532,1405,77,58,44,73,29.56
532,532,27,92,27,92,13.0
533,1054,93,61,81,91,24.04
535,1214,61,69,68,78,13.0
536,839,71,63,74,73,13.0
536,1046,34,81,47,65,18.52
537,1135,65,45,72,21,18.52
537,687,96,39,93,43,13.0
537,1446,18,41,52,39,26.8
538,923,53,33,43,35,13.0
538,696,46,95,48,90,13.0
538,740,68,61,69,53,13.0
541,666,43,35,41,34,13.0
542,1452,89,94,89,46,32.32
543,1552,88,72,36,87,37.84
544,1353,25,33,5,11,26.8
545,1287,22,87,73,89,40.6
545,926,45,37,25,36,15.76
546,1447,20,87,43,71,24.04
546,911,73,47,65,44,13.0
547,1726,94,62,19,89,65.67
547,1097,83,42,79,55,15.76
550,1954,81,27,51,99,65.67
550,1100,47,31,30,22,15.76
551,857,56,81,63,82,13.0
552,807,76,59,72,66,13.0
552,991,31,93,35,81,13.0
553,1640,76,60,38,76,32.32
554,2085,81,89,61,52,37.84
555,1488,21,63,37,62,32.32
555,856,85,35,90,26,13.0
556,840,76,59,72,67,13.0
556,866,72,23,72,23,13.0
557,645,11,16,9,14,13.0
557,1680,86,56,48,15,46.12
557,557,77,79,77,79,13.0
557,2058,93,93,77,15,61.76
559,1339,83,51,92,26,21.28
559,877,56,86,44,83,13.0
561,1521,24,88,94,78,13.0
564,1609,95,63,20,92,61.76
564,1705,35,79,77,71,35.08
564,843,60,18,71,15,13.0
565,840,58,66,62,58,13.0
566,990,88,61,88,61,13.0
568,1657,62,77,29,34,40.6
569,966,84,40,79,27,13.0
569,956,39,87,40,62,18.52
569,1479,71,60,53,28,35.08
570,972,50,90,42,86,13.0
574,1671,45,82,61,88,37.84
575,1190,64,48,52,33,15.76
576,1678,71,75,19,82,37.84
576,4072,77,66,23,33,109.37
576,2238,52,36,69,92,46.12
576,1995,82,58,88,66,31.4
576,1073,48,93,88,86,29.56
578,1179,55,82,69,57,26.8
579,1299,73,39,89,24,21.28
581,581,94,89,94,89,13.0
582,2058,25,34,50,43,43.36
582,965,43,53,50,60,13.0
584,3202,81,62,99,24,136.05
587,1167,72,84,51,84,26.8
589,1369,46,80,66,76,21.28
590,1255,84,36,86,74,26.8
590,1371,45,43,65,51,18.52
590,1642,35,60,44,99,32.32
591,1559,39,41,15,17,29.56
592,1171,47,48,45,36,13.0
594,2725,93,80,88,51,37.38
594,954,36,46,33,50,13.0
596,1122,14,99,22,86,13.0
597,867,28,68,20,67,13.0
598,1651,43,37,11,58,32.32
598,2554,81,70,75,87,85.22
598,1335,94,43,80,34,15.76
599,923,53,62,53,62,13.0
601,865,78,57,75,53,13.0
601,2531,91,39,82,71,50.03
602,1396,32,73,59,76,21.28
602,1053,21,79,55,82,24.04
602,1613,84,40,49,31,37.84
603,872,77,58,78,71,13.0
604,1627,76,80,72,42,43.36
604,1767,1,18,1,18,13.0
604,677,36,82,34,80,13.0
604,1624,59,62,72,26,26.8
604,945,39,57,41,64,13.0
605,1318,50,89,69,57,32.32
605,1264,94,81,83,69,18.52
605,1811,56,37,99,56,35.08
606,8896,95,64,98,78,242.77
607,1813,55,43,29,73,35.08
608,1059,83,73,76,73,13.0
610,955,81,47,79,58,13.0
611,1342,61,76,80,58,21.28
611,885,18,50,11,47,13.0
611,1247,13,17,52,26,26.8
612,770,66,39,69,32,13.0
613,999,41,30,47,37,13.0
613,1231,86,10,86,10,13.0
613,1372,99,61,75,56,18.52
614,927,24,13,42,14,13.0
615,1196,83,39,99,50,15.76
616,1194,48,82,64,97,21.28
617,1105,68,61,49,62,15.76
618,1261,69,53,50,76,29.56
619,795,46,80,45,73,13.0
621,671,36,71,36,71,13.0
621,1190,86,76,89,47,21.28
622,1874,87,69,87,69,20.36
622,1095,37,71,37,47,18.52
624,1202,50,67,58,68,13.0
624,1635,65,66,82,52,26.34
625,805,70,23,74,21,13.0
626,720,3,42,3,39,13.0
627,1197,41,65,31,89,24.04
627,928,35,51,35,40,13.0
628,1327,76,19,83,0,15.76
628,867,59,87,53,87,13.0
629,1601,22,89,65,70,35.08
630,630,62,52,62,52,13.0
631,2025,83,61,48,30,48.42
631,1510,46,43,79,48,24.04
631,1583,13,76,29,47,32.32
632,1096,52,11,50,6,13.0
632,1112,9,43,3,41,13.0
640,1443,20,88,13,67,21.28
642,2018,79,78,35,37,46.12
642,2411,89,98,33,95,42.9
644,2024,72,34,15,18,46.12
644,1249,84,37,77,57,18.52
645,1078,68,14,60,23,13.0
645,2444,83,42,83,43,54.4
645,1571,40,62,65,23,40.6
647,2170,63,66,72,14,40.14
647,1944,56,65,53,10,37.84
647,1231,85,57,68,81,26.8
648,3280,61,67,19,61,82.0
649,1394,42,90,65,88,18.52
650,1003,8,31,0,24,13.0
650,2083,75,55,47,29,42.9
651,1085,66,37,54,18,21.28
651,1096,45,50,36,36,13.0
651,847,79,77,77,72,13.0
651,2009,67,66,41,96,45.66
651,1021,9,84,7,66,13.0
652,1064,66,66,66,57,13.0
653,1269,79,58,85,32,21.28
654,964,65,81,71,79,13.0
654,1316,22,54,22,54,13.0
655,1255,23,90,21,93,13.0
658,1207,88,39,95,19,18.52
660,1239,35,79,40,72,13.0
661,1223,79,51,70,66,18.52
662,1138,33,81,33,81,13.0
663,1154,76,39,74,66,21.28
663,985,83,57,90,56,13.0
663,844,19,50,26,49,13.0
663,1231,67,25,61,46,15.76
664,666,21,72,21,72,13.0
667,1031,85,62,81,73,13.0
668,1866,95,52,52,39,32.32
670,2669,19,96,51,32,85.22
670,1410,26,60,39,99,32.32
671,1860,48,47,16,85,40.6
671,1954,37,27,76,59,50.03
671,1162,31,92,21,69,18.52
672,1018,26,27,41,37,15.76
674,1711,32,34,46,85,37.84
675,1303,47,26,35,6,18.52
676,676,72,87,72,87,13.0
676,1835,24,72,34,99,29.56
676,1074,32,92,46,93,13.0
678,1806,85,77,99,21,46.12
678,738,65,57,65,59,13.0
679,1450,76,76,92,47,26.8
680,1444,46,87,39,51,26.8
681,2042,51,62,33,41,50.03
683,1056,87,34,83,42,13.0
685,2334,71,27,71,27,13.0
686,834,46,87,45,80,13.0
686,1119,58,96,58,96,13.0
687,1802,59,66,35,92,32.32
687,2413,47,49,95,69,50.03
688,1105,18,47,5,37,15.76
690,1231,51,93,66,96,15.76
692,1533,60,77,32,92,24.04
692,1899,20,86,58,58,35.08
694,1485,83,35,54,44,24.04
695,977,22,42,24,36,13.0
698,1776,79,63,90,49,23.58
698,1111,32,87,34,97,13.0
700,880,32,59,28,56,13.0
702,1433,4,23,52,5,40.6
703,1483,25,30,4,12,24.04
703,1171,33,96,46,87,15.76
704,1385,40,64,32,37,15.3
705,1935,99,21,69,62,50.03
705,1218,40,65,33,87,18.52
706,2109,92,52,56,62,31.86
706,3016,81,90,27,9,103.16
707,918,68,88,74,84,13.0
708,1546,70,15,31,12,26.8
708,837,29,65,41,66,13.0
708,1771,45,61,59,43,24.04
712,1555,37,69,48,34,26.8
713,1253,96,97,85,78,15.76
713,1990,83,46,47,62,31.86
713,2154,80,53,85,39,35.08
714,1165,41,76,46,87,13.0
714,2583,85,98,85,98,13.0
715,1795,83,58,60,66,23.58
715,1218,17,81,23,88,13.0
716,1134,82,48,89,45,13.0
717,1288,27,38,41,59,21.28
717,1498,26,36,30,33,13.0
717,1129,76,50,82,38,13.0
718,2342,85,59,9,77,69.58
719,1030,57,71,39,64,15.76
719,1198,85,53,80,39,13.0
720,1726,73,66,67,96,24.04
723,1092,39,64,55,70,15.76
724,724,86,74,86,74,13.0
724,2482,68,94,61,69,71.88
725,2303,33,87,99,56,61.76
725,1265,63,57,56,59,13.0
726,1926,65,67,24,71,37.84
726,1498,69,66,90,36,29.56
726,1924,99,99,99,99,13.0
727,1019,22,79,24,86,13.0
727,1697,58,66,11,81,43.36
727,1390,82,62,91,79,21.28
728,1376,81,94,98,98,21.28
729,1068,85,83,86,78,13.0
729,1390,44,23,74,26,21.28
730,4864,8,27,10,77,189.18
731,1331,92,48,78,48,15.76
731,4542,81,62,45,12,142.26
731,1632,39,86,34,49,29.56
