start_time,end_time,start_x,start_y,end_x,end_y,money
35419,36436,39,50,45,70,15.3
35420,35640,73,6,69,10,13.0
35421,37371,48,23,40,51,29.1
35422,35599,87,24,92,24,13.0
35422,36863,32,62,47,93,33.7
35422,38423,74,56,78,64,40.6
35422,37826,46,75,49,22,53.25
35423,37973,26,13,27,37,36.0
35424,36788,53,99,28,91,24.5
35424,37906,50,80,77,9,67.05
35424,36103,40,62,41,79,15.3
35425,37561,62,18,40,48,38.3
35426,36476,99,99,87,72,24.5
35426,36252,21,91,12,78,19.9
35427,35747,64,22,59,27,13.0
35427,35764,9,47,11,52,13.0
35427,37781,66,52,20,88,48.65
35428,36248,82,62,90,45,15.3
35428,36950,31,96,32,76,33.7
35428,37997,41,89,37,40,42.9
35428,36626,47,54,61,86,26.8
35428,35987,94,84,81,78,13.0
35430,35901,57,34,67,22,13.0
35430,39538,82,34,99,99,56.7
35430,35827,15,48,15,50,13.0
35432,36531,11,53,20,81,26.8
35433,37268,49,21,58,15,26.8
35434,36109,85,59,84,52,13.0
35434,37297,40,80,49,24,40.6
35435,38738,45,23,73,65,60.15
35435,37859,47,43,73,66,38.3
35435,35966,34,49,40,54,13.0
35436,35829,25,33,27,38,13.0
35436,39222,77,48,37,26,86.6
35436,36329,66,71,74,23,29.1
35436,38219,25,41,58,15,45.2
35437,35628,46,92,45,87,13.0
35437,36247,7,72,1,45,19.9
35437,35515,3,52,3,54,13.0
35438,36503,74,72,75,55,15.3
35438,37200,62,18,43,37,29.1
35439,39924,8,71,77,69,64.75
35439,37063,41,70,16,96,36.0
35440,36197,65,50,78,34,17.6
35441,36342,77,56,84,74,13.0
35441,36432,13,2,59,0,29.1
35441,37242,77,72,25,81,36.0
35441,36908,99,39,83,45,19.9
35441,36611,78,71,92,98,22.2
35441,36189,95,84,97,94,13.0
35442,40244,49,16,51,46,77.4
35442,39590,45,50,26,47,72.8
35442,36139,21,48,3,49,15.3
35443,37199,87,62,91,95,31.4
35443,36692,76,62,40,84,31.4
35444,36050,48,90,43,79,13.0
35444,37678,8,71,25,86,36.0
35444,36522,7,53,15,81,24.5
35445,37218,10,35,28,35,24.5
35445,35905,6,32,15,24,13.0
35445,38389,36,54,27,73,50.95
35445,36034,43,65,52,84,15.3
35445,36960,56,74,77,54,24.5
35446,35915,51,9,53,16,13.0
35447,36215,55,20,81,22,19.9
35447,37370,58,16,75,40,33.7
35447,36445,39,46,39,24,17.6
35449,36233,40,24,54,26,15.3
35449,36576,21,23,50,24,22.2
35450,37627,28,70,71,46,46.35
35450,36231,46,74,39,51,17.6
35450,35873,40,24,48,28,13.0
35450,35901,66,23,58,22,13.0
35451,40653,33,37,68,80,96.95
35451,35749,81,51,78,50,13.0
35452,36053,8,31,7,45,13.0
35452,36021,31,89,50,89,17.6
35452,36615,69,63,63,91,22.2
35453,38000,83,62,47,7,55.55
35454,38370,77,8,77,83,50.95
35454,35865,97,79,98,66,13.0
35455,36796,70,47,88,55,22.2
35455,35913,68,96,59,94,13.0
35455,38189,40,62,46,80,36.0
35456,37646,74,17,58,42,31.4
35457,35746,95,51,94,51,13.0
35457,36537,70,19,34,11,26.8
35457,36178,18,83,39,64,22.2
35458,37717,29,41,20,67,36.0
35458,36299,38,51,40,61,15.3
35458,37477,3,31,48,37,38.3
35458,37545,31,76,98,43,57.85
35459,37573,87,39,50,89,48.65
35459,36156,41,63,18,73,22.2
35459,36121,41,66,30,73,13.0
35459,36720,7,82,26,41,31.4
35459,36239,71,87,76,93,17.6
35460,36096,83,66,68,83,17.6
35460,38622,83,67,65,15,71.65
35460,35820,4,32,0,37,13.0
35461,36275,75,56,83,43,15.3
35461,37349,78,62,85,34,31.4
35461,40888,55,8,58,9,68.2
35463,37203,75,58,95,43,29.1
35464,37266,79,45,40,41,33.7
35465,36396,49,71,42,53,17.6
35465,36473,31,93,23,91,13.0
35466,36207,86,74,81,71,13.0
35466,36187,10,76,0,73,15.3
35466,37464,53,90,29,70,33.7
35466,36113,47,23,49,33,13.0
35466,37672,17,37,27,91,40.6
35467,37395,92,97,75,70,31.4
35467,36940,22,62,20,67,22.2
35468,37064,3,16,48,12,38.3
35468,37030,44,17,70,32,29.1
35468,35948,30,87,40,89,13.0
35470,37070,47,54,26,47,29.1
35471,37848,49,21,47,67,36.0
35471,38240,44,24,86,26,47.5
35471,35664,42,76,39,74,13.0
35471,36863,40,51,58,84,29.1
35472,36711,16,25,53,11,31.4
35473,37641,33,36,33,36,13.0
35473,37878,78,56,26,83,52.1
35473,36023,47,43,41,50,13.0
35473,39356,22,60,70,64,69.35
35474,37894,99,24,59,17,45.2
35474,36947,47,23,26,39,26.8
35474,36855,39,99,29,92,19.9
35474,36304,39,90,70,94,19.9
35475,38191,13,47,57,35,45.2
35475,35937,94,77,88,63,15.3
35476,35881,36,76,31,81,13.0
35476,36557,72,55,50,23,33.7
35476,36845,64,7,74,28,19.9
35477,36860,25,73,43,47,24.5
35478,36525,90,46,83,29,17.6
35478,35846,41,48,38,51,13.0
35478,36047,26,84,34,81,13.0
35478,36726,40,37,40,59,17.6
35479,35853,26,74,26,74,13.0
35480,35800,83,86,77,79,13.0
35480,36321,53,82,39,73,19.9
35480,38087,44,14,58,18,31.4
35481,38747,78,66,78,66,13.0
35481,36124,30,44,39,43,13.0
35481,37461,39,39,41,52,24.5
35482,37041,68,83,70,23,36.0
35483,36967,65,45,9,47,36.0
35483,36484,50,33,58,18,17.6
35483,36730,96,63,81,62,17.6
35483,37269,78,84,29,92,36.0
35483,37285,90,80,80,54,31.4
35484,38247,4,45,22,46,40.6
35484,35633,26,81,21,79,13.0
35484,37004,48,15,48,31,24.5
35484,36387,70,46,63,48,17.6
35484,36005,28,90,32,85,13.0
35485,35706,88,58,84,59,13.0
35485,37478,25,41,38,89,40.6
35486,36734,34,70,9,59,24.5
35486,36298,81,51,73,53,15.3
35486,36948,83,39,83,39,13.0
35488,36013,41,51,49,50,13.0
35488,36995,39,84,35,48,26.8
35488,35569,7,49,8,51,13.0
35488,35945,30,97,31,87,13.0
35488,37314,77,69,42,46,33.7
35489,36704,39,33,47,48,19.9
35489,36714,24,94,11,67,26.8
35489,36480,49,50,62,52,17.6
35489,37855,54,27,78,69,40.6
35490,35832,52,31,53,26,13.0
35491,38364,79,58,57,30,36.0
35491,36892,4,23,9,13,31.4
35491,36265,22,24,20,31,15.3
35491,36360,19,37,25,36,13.0
35492,36616,96,87,81,91,17.6
35492,37622,82,30,64,44,36.0
35493,35943,90,47,93,42,13.0
35493,38247,88,26,32,29,49.8
35493,38323,63,96,78,55,40.6
35493,37169,70,55,48,41,33.7
35494,38263,84,35,52,42,36.0
35494,38085,18,5,41,50,45.2
35495,37295,51,82,65,80,29.1
35496,36579,74,60,63,88,22.2
35496,37119,50,80,32,49,31.4
35498,37004,69,46,39,0,54.4
35498,36301,19,47,12,32,17.6
35498,36967,13,57,49,22,38.3
35498,36348,88,2,77,16,17.6
35498,36499,12,2,9,13,13.0
35499,37238,18,61,31,96,26.8
35499,36729,44,55,40,61,19.9
35500,36591,66,87,55,82,17.6
35500,36342,80,51,89,40,15.3
35500,36312,78,69,82,75,13.0
35500,36686,83,71,94,89,19.9
35500,36497,32,72,13,74,19.9
35501,38680,57,35,92,96,64.75
35501,37526,65,77,29,39,40.6
35501,35922,40,60,29,65,13.0
35502,36379,74,23,75,37,15.3
35503,35920,53,18,43,16,13.0
35503,35863,63,93,56,86,13.0
35504,41058,52,22,78,32,85.45
35505,37245,72,58,70,46,29.1
35506,36447,9,73,24,88,19.9
35506,38223,42,90,36,56,48.65
35506,36312,43,41,30,39,13.0
35507,36588,49,71,31,63,17.6
35507,36150,45,37,37,28,13.0
35508,35725,31,97,33,96,13.0
35508,36266,15,69,24,72,13.0
35509,37892,83,95,27,73,48.65
35509,36284,82,75,82,51,15.3
35510,36134,41,30,56,32,13.0
35510,35647,25,92,28,91,13.0
35510,38103,31,81,27,81,42.9
35512,40400,60,57,53,35,77.4
35512,35813,78,77,82,73,13.0
35512,36069,20,83,21,75,13.0
35512,36414,48,82,22,50,31.4
35512,36199,90,62,94,76,13.0
35514,36129,40,23,54,31,15.3
35515,38189,20,74,85,28,80.85
35515,36835,47,59,18,58,22.2
35516,38025,69,52,53,80,36.0
35516,36913,55,72,96,63,36.0
35520,36311,14,67,37,56,19.9
35522,37977,69,46,24,89,60.15
35524,36668,53,80,47,63,22.2
35524,38887,34,82,25,41,64.75
35524,37117,68,71,38,24,40.6
35524,35929,48,30,39,25,13.0
35524,36308,37,85,21,88,17.6
35524,37658,81,40,91,97,40.6
35525,37054,68,99,31,93,29.1
35525,35945,37,87,46,85,13.0
35526,36984,22,34,39,33,24.5
35526,35858,65,94,61,86,13.0
35527,37087,44,51,8,32,36.0
35527,39392,41,54,82,50,52.1
35528,37158,29,34,48,48,26.8
35528,36408,78,70,82,91,19.9
35529,38229,82,51,72,64,36.0
35529,37058,77,27,66,41,22.2
35529,36422,84,68,83,48,17.6
35529,36520,26,43,27,41,17.6
35530,36070,74,82,53,84,15.3
35530,36030,84,59,81,65,13.0
35530,35611,59,97,61,98,13.0
35533,36826,12,8,22,3,26.8
35534,36911,70,60,71,87,26.8
35534,37215,57,35,59,43,22.2
35534,36384,50,67,35,56,17.6
35534,35743,7,57,7,57,13.0
35534,37113,30,49,77,48,31.4
35535,36087,23,76,10,77,13.0
35535,37215,42,74,67,86,38.3
35535,39020,68,85,74,82,13.0
35535,36167,28,87,27,77,13.0
35535,36496,58,18,53,33,17.6
35536,36393,86,31,74,39,15.3
35537,37340,86,53,94,91,29.1
35537,37094,98,92,81,78,24.5
35537,35884,16,50,25,49,13.0
35538,36774,66,47,96,63,26.8
35538,38808,48,23,68,99,72.8
35538,35898,78,73,83,63,13.0
35539,38717,99,52,50,23,60.15
35539,36137,56,40,44,43,13.0
35540,36497,39,38,53,4,29.1
35540,37133,90,39,82,33,22.2
35540,36960,58,43,58,43,13.0
35541,35966,31,87,33,94,13.0
35541,36130,44,87,58,97,15.3
35542,37259,16,34,15,50,24.5
35542,36216,94,88,92,83,13.0
35542,36413,40,73,22,89,19.9
35542,36483,7,34,23,35,17.6
35544,36266,31,81,77,79,26.8
35544,36407,28,65,26,41,19.9
35545,38041,13,61,5,41,60.15
35545,37405,43,69,95,89,38.3
35546,36595,88,95,96,94,13.0
35546,37250,50,74,91,99,33.7
35547,36237,81,96,59,94,19.9
35548,37368,20,93,23,8,63.6
35548,35842,10,72,15,70,13.0
35548,36549,81,53,87,39,17.6
35549,36992,78,83,81,51,24.5
35549,37186,32,56,25,41,31.4
35549,38696,43,38,79,19,55.55
35549,36539,65,50,43,46,22.2
35549,36150,39,43,48,48,15.3
35550,36734,11,18,48,22,26.8
35551,36188,45,37,34,45,13.0
35551,36867,46,56,37,96,29.1
35552,36574,24,89,32,78,19.9
35553,36793,40,65,53,26,31.4
35553,35734,33,13,42,15,13.0
35554,36397,40,65,31,96,22.2
35554,36662,50,98,24,90,22.2
35556,38039,42,73,29,30,36.0
35557,37553,72,83,18,43,54.4
35557,38318,18,56,98,75,67.05
35558,35908,18,86,22,79,13.0
35558,36443,4,32,19,19,15.3
35561,37543,53,87,15,94,38.3
35561,39909,72,46,58,18,87.75
35561,37058,19,34,34,37,22.2
35562,39222,54,33,59,96,54.4
35562,35999,83,46,86,43,13.0
35562,37484,48,44,79,32,36.0
35563,36163,7,47,12,57,13.0
35563,36080,38,39,17,41,15.3
35564,36053,44,7,49,22,13.0
35566,36325,72,55,62,83,19.9
35567,35807,17,57,23,59,13.0
35567,36193,45,17,44,26,13.0
35568,37399,93,86,88,71,29.1
35569,36052,40,72,38,68,13.0
35571,35860,32,64,32,64,13.0
35571,35995,97,95,96,89,13.0
35571,37209,90,47,90,47,13.0
35572,38255,25,99,89,47,72.8
35572,36098,63,54,68,52,13.0
35572,37857,1,17,43,37,40.6
35572,37312,70,67,70,67,13.0
35572,35771,24,65,26,62,13.0
35572,37204,50,75,90,49,40.6
35573,35838,71,41,74,38,13.0
35573,36542,48,76,21,77,24.5
35573,37292,16,53,44,50,24.5
35574,36637,90,48,93,43,13.0
35574,37737,48,39,75,56,33.7
35575,36621,83,62,96,78,17.6
35577,37078,44,22,82,23,33.7
35578,36537,85,56,96,40,17.6
35578,38138,40,75,32,75,33.7
35579,38081,77,82,50,22,59.0
35579,35800,28,36,38,37,13.0
35580,36291,24,88,7,77,17.6
35580,36272,67,28,79,33,15.3
35582,36064,44,93,68,93,15.3
35583,36583,55,72,40,68,17.6
35584,37675,91,59,46,49,36.0
35584,36484,42,66,24,41,26.8
35585,35682,68,82,72,83,13.0
35585,35975,11,56,8,61,13.0
35585,36429,45,82,45,63,19.9
35586,36079,76,90,90,93,15.3
35587,37426,38,30,51,72,31.4
35588,35709,26,12,29,13,13.0
35588,36451,9,29,3,47,17.6
35588,37895,80,45,80,45,13.0
35588,37601,51,79,27,41,38.3
35588,37969,76,80,50,22,70.5
35589,37042,79,68,49,73,22.2
35589,36087,85,88,62,96,19.9
35589,35982,39,47,39,39,13.0
35589,35945,5,43,7,45,13.0
35590,36474,78,47,90,48,13.0
35590,37271,16,35,23,66,26.8
35592,38578,33,30,84,78,63.6
35593,36313,20,67,35,53,17.6
35593,37723,86,2,58,20,38.3
35593,37071,77,85,80,46,36.0
35594,37572,22,48,72,56,40.6
35598,36185,97,30,85,34,13.0
35598,36409,38,66,47,57,15.3
35598,36692,11,36,15,21,17.6
35598,36496,74,62,95,65,17.6
35598,36559,35,96,51,74,22.2
35599,36685,86,96,92,97,17.6
35600,36438,69,41,50,25,22.2
35601,36895,51,93,20,89,24.5
35601,36315,62,52,70,66,15.3
35601,37219,50,81,36,50,38.3
35601,37467,11,74,82,75,42.9
35601,36041,30,82,28,88,13.0
35602,38771,26,39,80,51,49.8
35602,35841,21,86,21,90,13.0
35602,36042,83,46,87,43,13.0
35603,35836,9,43,15,41,13.0
35603,36175,48,98,59,86,15.3
35603,37166,86,41,82,47,19.9
35603,37381,41,96,62,58,26.8
35604,38361,58,30,8,72,62.45
35604,36776,28,68,54,47,26.8
35605,36096,41,46,46,48,13.0
35605,36377,78,80,78,67,15.3
35606,36116,86,70,76,83,13.0
35606,36894,41,21,74,39,29.1
35606,37574,78,51,84,74,31.4
35610,35999,47,43,31,43,13.0
35611,36910,50,21,28,37,22.2
35612,40377,25,41,65,83,90.05
35613,36573,54,51,45,34,19.9
35613,36847,13,57,24,94,29.1
35613,39456,40,67,85,68,75.1
35614,36272,36,53,32,78,17.6
35615,36646,79,70,59,76,17.6
35615,36928,99,39,96,51,17.6
35617,36277,72,55,81,51,13.0
35617,39776,36,59,72,52,54.4
35618,37679,54,26,65,49,29.1
35619,36022,37,51,41,51,13.0
35620,36324,11,80,23,89,15.3
35621,37364,35,87,11,65,33.7
35621,37122,59,51,31,14,36.0
35623,36404,30,96,21,95,13.0
35623,36825,22,30,26,3,19.9
35623,35849,10,1,15,0,13.0
35623,36847,88,45,83,37,17.6
35624,37172,7,76,36,29,40.6
35624,36046,80,73,80,62,13.0
35626,37054,45,76,35,45,24.5
35626,36286,18,41,48,38,22.2
35626,36146,27,69,35,65,13.0
35627,36685,41,12,73,4,22.2
35627,36287,4,23,34,25,19.9
35628,36031,52,82,48,82,13.0
35628,38436,64,94,68,89,31.4
35628,36382,19,32,8,33,13.0
35629,35998,23,92,20,89,13.0
35630,36510,74,86,92,97,17.6
35631,35843,80,72,81,65,13.0
35632,36112,63,57,72,58,13.0
35632,36215,22,38,11,50,15.3
35632,37384,27,96,33,47,33.7
35633,41233,77,30,39,47,72.8
35634,37796,20,92,49,22,56.7
35634,37532,47,23,50,61,31.4
35634,37149,88,68,86,43,24.5
35634,36275,83,75,77,79,13.0
35634,38806,59,81,24,24,61.3
35634,37927,87,63,50,64,31.4
35636,36978,91,49,87,74,22.2
35636,38308,73,47,79,59,42.9
35636,36867,44,73,61,56,19.9
35636,37589,69,46,81,27,26.8
35636,35756,17,78,17,79,13.0
35636,37236,14,7,15,28,29.1
35636,36552,43,44,30,21,19.9
35636,36836,62,44,61,49,13.0
35637,36385,41,35,32,27,15.3
35637,36301,36,0,14,4,17.6
35638,36172,80,70,69,64,13.0
35638,35910,28,82,31,87,13.0
35638,36747,85,61,84,88,24.5
35638,37892,72,87,63,99,45.2
35639,36948,17,6,51,26,33.7
35639,37499,2,60,23,72,29.1
35641,35942,87,92,79,83,13.0
35641,37297,49,76,39,38,31.4
35642,36215,34,76,28,65,13.0
35642,35762,46,89,44,90,13.0
35642,36785,14,11,44,23,29.1
35643,37295,41,53,68,92,38.3
35643,36840,25,31,18,0,31.4
35644,38028,61,98,50,23,63.6
35644,37548,59,79,68,87,24.5
35645,36396,47,65,26,62,17.6
35645,37158,49,84,69,57,31.4
35645,36281,44,83,49,72,15.3
35645,36110,41,25,51,33,13.0
35646,39123,79,78,70,48,91.2
35646,41714,48,22,37,66,124.55
35647,35712,86,50,86,48,13.0
35647,38858,80,58,26,41,54.4
35648,36250,32,39,27,41,13.0
35648,38279,65,49,64,48,38.3
35648,42670,86,52,55,79,126.85
35648,37270,40,45,63,53,26.8
35649,36396,71,34,50,24,17.6
35649,36639,34,96,16,82,22.2
35650,35891,55,18,44,17,13.0
35651,35831,68,39,70,40,13.0
35651,37572,22,40,76,48,36.0
35652,37355,85,48,49,22,40.6
35652,38172,83,71,9,57,62.45
35653,37185,86,43,80,54,19.9
35653,36555,52,21,43,33,17.6
35653,38448,56,40,10,99,63.6
35654,36912,83,59,81,47,17.6
35654,36482,79,27,83,33,13.0
35655,38461,44,88,53,30,64.75
35655,35666,23,37,23,37,13.0
35655,36588,18,20,12,8,15.3
35655,37185,18,56,39,24,33.7
35656,36545,23,3,64,8,26.8
35656,36587,44,26,34,36,15.3
35656,36367,91,88,64,82,19.9
35656,36741,74,56,79,62,15.3
35656,36553,34,26,24,13,17.6
35657,39555,90,57,29,43,77.4
35657,38287,62,97,35,61,52.1
35657,37321,85,38,26,11,40.6
35658,36679,84,56,92,16,29.1
35658,36138,18,32,15,37,13.0
35658,37885,39,37,61,94,45.2
35659,36495,90,49,88,61,13.0
35659,36199,79,87,72,96,15.3
35660,35914,55,21,56,19,13.0
35660,36669,43,64,38,67,13.0
35661,38634,69,25,69,25,13.0
35661,37788,58,22,72,63,38.3
35661,38766,86,51,22,38,50.95
35662,36683,42,50,47,82,24.5
35662,35924,47,30,54,26,13.0
35662,38459,85,7,79,54,40.6
35663,37296,92,96,92,97,31.4
35663,37103,75,77,78,48,29.1
35663,37145,50,75,55,47,24.5
35663,38481,88,42,42,53,42.9
35664,36264,64,24,71,34,13.0
35664,36388,7,47,21,46,15.3
35664,37566,65,86,94,85,33.7
35666,37347,50,86,32,49,33.7
35667,37587,78,78,32,78,38.3
35668,38429,94,86,19,57,70.5
35668,36797,21,19,10,14,19.9
35668,37300,80,53,87,69,24.5
35668,38428,89,47,68,60,38.3
35668,37858,25,41,39,65,36.0
35669,38655,54,43,97,93,54.4
35669,36409,22,43,18,58,13.0
35670,36589,74,28,67,44,15.3
35670,37813,94,33,86,20,42.9
35671,36301,17,57,25,41,15.3
35672,37124,27,41,37,70,29.1
35673,35947,47,37,40,37,13.0
35673,36300,22,32,15,30,13.0
35674,36931,42,24,43,37,13.0
35674,36127,76,60,69,62,13.0
35675,38017,68,91,25,41,60.15
35675,37354,16,38,32,73,33.7
35677,37076,49,72,33,70,19.9
35677,35967,81,96,83,98,13.0
35678,35762,25,86,26,81,13.0
35679,36219,45,43,41,49,13.0
35679,36675,58,11,58,12,15.3
35681,37642,59,97,25,65,40.6
35681,37771,47,57,53,90,36.0
35682,36709,20,84,32,90,15.3
35682,37809,43,42,56,13,31.4
35682,39175,91,62,70,97,79.7
35682,36689,65,78,28,65,26.8
35683,37289,78,62,54,90,26.8
35683,36342,24,58,25,80,17.6
35683,37740,69,46,24,36,36.0
35683,36643,85,39,90,46,13.0
35684,35985,0,53,6,56,13.0
35684,37495,37,53,61,74,31.4
35684,37005,39,84,48,63,22.2
35685,37483,25,39,34,64,31.4
35685,36808,48,23,74,21,24.5
35685,40293,65,44,63,66,73.95
35686,36850,95,93,76,64,26.8
35686,36107,83,71,86,74,13.0
35687,37380,94,34,11,12,64.75
35688,37503,69,62,7,36,47.5
35688,38367,14,11,11,57,47.5
35688,36478,99,61,80,45,22.2
35688,44086,87,39,91,48,132.6
35689,35767,42,52,42,53,13.0
35690,38104,88,99,58,56,38.3
35690,36073,39,27,44,30,13.0
35690,39095,82,77,41,42,47.5
35692,36404,84,34,52,27,24.5
35693,35942,64,77,62,82,13.0
35693,36339,76,75,75,82,13.0
35694,36220,20,64,23,55,13.0
35695,36274,78,85,86,92,13.0
35695,36620,25,89,46,81,19.9
35696,36068,59,23,67,20,13.0
35698,36414,57,79,51,84,15.3
35701,38605,95,87,35,86,54.4
35701,40001,99,60,90,49,56.7
35701,36116,19,59,13,76,15.3
35702,36152,56,37,52,27,13.0
35702,36396,31,92,52,85,19.9
35703,36128,64,77,68,83,13.0
35703,36093,48,96,53,82,13.0
35703,37523,46,15,31,42,29.1
35704,37520,93,88,80,51,31.4
35704,37793,69,46,36,76,42.9
35704,37287,65,28,59,43,22.2
35704,36987,31,99,28,61,24.5
35704,37347,39,48,32,81,29.1
35705,36366,80,77,90,88,15.3
35705,38086,58,17,84,35,33.7
35706,36515,6,59,16,50,15.3
35707,37236,91,31,57,35,26.8
35707,36231,25,85,21,89,13.0
35708,36158,71,14,69,21,13.0
35709,37762,80,55,96,87,33.7
35709,35867,39,50,35,47,13.0
35709,36058,13,60,21,64,13.0
35710,36437,50,33,57,30,13.0
35710,37245,20,32,3,57,29.1
35711,36231,43,46,41,51,13.0
35711,36966,86,98,93,90,19.9
35711,36477,30,14,22,22,13.0
35712,37017,7,70,25,69,24.5
35712,37107,31,93,39,96,19.9
35713,36478,9,75,33,65,19.9
35713,36854,21,33,50,24,26.8
35713,36782,63,51,71,64,17.6
35713,37005,54,20,43,37,22.2
35714,36977,41,41,43,61,19.9
35714,36436,75,19,69,19,13.0
35714,36739,19,76,24,69,22.2
35715,36850,89,85,80,70,17.6
35715,36704,49,82,20,48,33.7
35715,36847,47,62,26,41,26.8
35716,37696,77,75,73,62,26.8
35718,35888,48,30,53,31,13.0
35718,36360,89,48,83,61,13.0
35720,36167,20,90,31,92,13.0
35721,38653,50,13,34,59,42.9
35721,35959,40,81,33,84,13.0
35721,36161,44,23,53,17,13.0
35723,36805,83,63,81,75,17.6
35723,36907,53,32,60,6,24.5
35723,37090,78,64,50,24,40.6
35725,36983,76,83,32,76,29.1
35725,37841,47,33,64,49,29.1
35725,36539,44,93,7,79,26.8
35726,38227,90,50,90,94,40.6
35726,37007,59,48,58,57,13.0
35726,39016,85,27,62,60,45.2
35726,37968,89,93,20,47,61.3
35727,37669,87,52,67,52,26.8
35728,38589,29,45,81,49,50.95
35728,36268,48,43,39,37,13.0
35729,38466,48,23,75,55,45.2
35729,37592,65,98,96,88,31.4
35730,36599,24,61,29,72,17.6
35730,35850,42,82,49,82,13.0
35731,38677,25,64,7,63,36.0
35732,37288,77,79,68,87,19.9
35732,36813,83,46,85,77,22.2
35733,37475,44,87,71,63,33.7
35733,37740,89,89,54,27,57.85
35734,37935,25,39,83,42,38.3
35734,36375,76,62,72,57,13.0
35734,38184,34,37,79,53,38.3
35735,36996,18,85,59,94,33.7
35735,37851,68,99,24,90,36.0
35735,11742,75,71,76,80,247.6
35735,38093,54,27,21,67,42.9
35736,36666,45,37,66,42,17.6
35736,36530,51,62,45,76,13.0
35736,36747,37,81,53,97,22.2
35739,38509,34,56,50,62,49.8
35739,38451,25,41,31,59,48.65
35740,36814,9,43,7,43,19.9
35740,36161,47,31,39,26,13.0
35740,37628,37,74,89,98,38.3
35742,38365,57,32,26,41,40.6
35742,36513,84,88,91,81,15.3
35743,36161,4,32,3,21,13.0
35743,36294,58,30,66,40,13.0
35744,36985,25,39,67,24,33.7
35744,36923,92,52,77,58,19.9
35745,39355,58,13,94,85,76.25
35746,36209,85,88,91,95,13.0
35746,36046,66,32,70,23,13.0
35747,35814,47,56,50,56,13.0
35747,36146,50,81,50,81,13.0
35747,38005,98,49,35,95,54.4
35749,36567,39,38,28,41,15.3
35749,41356,74,17,66,82,75.1
35750,37383,74,28,68,45,24.5
35750,38190,71,74,91,97,42.9
35750,38812,67,96,46,91,45.2
35751,35950,16,34,18,32,13.0
35751,36786,83,65,85,58,15.3
35752,35856,28,62,26,63,13.0
35752,35981,68,57,65,59,13.0
35752,37734,9,47,33,50,33.7
35752,36032,75,58,81,62,13.0
35752,38978,25,39,73,50,47.5
35752,36915,65,56,35,64,22.2
35754,35838,28,89,28,86,13.0
35754,37915,37,74,97,47,57.85
35754,35875,69,64,68,66,13.0
35754,38809,11,77,75,56,55.55
35754,40276,59,38,73,38,67.05
35755,36852,86,43,83,59,15.3
35755,36132,63,82,52,79,13.0
35756,36222,92,52,96,48,13.0
35756,37560,28,35,35,69,31.4
35757,37252,15,5,17,5,24.5
35757,35937,88,99,90,98,13.0
35757,36208,1,43,9,43,13.0
35758,36336,68,82,83,85,13.0
35758,38878,74,23,21,81,73.95
35760,36131,53,68,51,79,13.0
35760,35949,50,79,48,82,13.0
35761,38155,29,41,29,41,13.0
35761,36515,22,37,3,39,17.6
35761,36077,83,29,92,30,13.0
35761,36082,44,86,46,79,13.0
35761,36298,20,81,23,73,13.0
35761,36350,71,74,82,71,13.0
35761,36987,43,24,48,30,19.9
35762,36170,45,95,44,90,13.0
35762,37464,26,41,64,13,40.6
35762,38428,13,71,41,90,45.2
35762,38223,25,42,58,23,55.55
35766,37623,95,42,70,36,26.8
35766,37778,72,39,81,50,24.5
35767,36465,42,81,64,71,19.9
35767,36547,86,53,79,56,13.0
35767,39093,28,87,5,75,69.35
35767,36007,53,29,48,31,13.0
35768,38649,81,26,16,54,63.6
35768,36214,8,28,15,21,13.0
35769,36722,27,43,45,33,19.9
35770,36842,63,26,74,36,19.9
35771,36684,29,65,7,77,24.5
35771,35983,44,30,49,31,13.0
35771,38076,99,99,99,99,13.0
35771,36131,19,84,22,88,13.0
35772,36006,26,43,22,40,13.0
35773,36391,9,30,12,3,19.9
35773,36908,42,52,39,33,19.9
35773,36070,64,27,70,23,13.0
35773,38014,48,22,68,45,40.6
35775,36810,25,39,48,22,24.5
35775,36838,56,85,22,62,31.4
35775,35904,79,27,80,29,13.0
35775,37117,25,59,15,18,29.1
35775,37362,84,76,88,56,22.2
35776,37958,71,67,50,22,56.7
35776,36533,22,73,28,69,15.3
35776,37217,51,23,48,33,22.2
35777,36316,58,84,62,82,13.0
35777,38217,27,77,17,56,38.3
35777,35929,49,84,50,87,13.0
35778,36555,49,8,49,22,15.3
35779,37185,35,96,82,74,33.7
35779,36079,94,52,97,47,13.0
35779,38415,29,98,21,39,59.0
35779,36058,50,62,42,61,13.0
35780,36831,6,74,20,82,19.9
35781,36413,71,77,83,63,17.6
35781,36700,61,23,50,23,15.3
35781,36308,22,45,16,51,13.0
35781,40228,87,48,42,16,70.5
35782,36617,64,24,59,12,15.3
35782,37526,85,98,33,86,36.0
35783,35851,28,88,29,86,13.0
35784,36753,16,81,53,90,29.1
35784,37089,85,43,83,71,22.2
35784,37471,55,22,11,13,38.3
35784,38833,49,76,31,97,49.8
35784,38529,31,47,82,71,42.9
35784,36565,78,67,86,50,15.3
35784,37239,46,79,26,75,29.1
35785,37127,86,89,83,47,29.1
35785,36530,29,46,17,37,15.3
35785,39526,68,74,25,41,88.9
35785,36597,18,52,43,47,19.9
35786,35992,16,85,18,81,13.0
35787,36596,47,62,42,80,15.3
35787,37898,28,47,83,75,40.6
35788,36410,53,35,52,45,13.0
35788,38367,18,43,44,90,56.7
35789,37444,21,90,27,75,31.4
